position,target_token,kld_teacher_candidate,target_nll_teacher,target_nll_candidate,target_nll_delta,teacher_top1,candidate_top1,top1_equal,teacher_margin,teacher_top1_in_candidate_top5,teacher_top1_in_candidate_top10,top5_overlap,top10_overlap,centered_logit_rmse,centered_logit_cosine
31,279,0.1325324939310262,1.0806633062288782,0.7989198703605069,-0.28174343586837125,279,279,True,0.4879875183105469,True,True,0.8,0.8,0.7510480609448689,0.9600862997192258
32,854,0.1064108525927306,0.9889783393173133,0.7529328979599619,-0.2360454413573514,854,854,True,0.4995574951171875,True,True,0.6,0.9,0.6429941352883656,0.969855875330091
33,557,0.048399351586324586,0.17371506763434397,0.19957668650701166,0.02586161887266769,557,557,True,2.4869956970214844,True,True,1.0,0.9,0.6407074519497447,0.9667684469050913
34,421,0.06590899773294673,0.7894136306889727,0.5769103707765559,-0.2125032599124168,421,421,True,0.20613479614257812,True,True,0.8,0.9,0.5533413856795134,0.9776961614608356
35,781,0.0496271997610145,0.45662282422165745,0.5552669112339181,0.09864408701226068,781,781,True,1.5662689208984375,True,True,1.0,0.8,0.5643851072884878,0.9752792013062256
36,1362,0.04584571298230351,0.9472882673671847,0.9002716093586187,-0.047016658008566026,1362,1362,True,0.6021080017089844,True,True,1.0,0.7,0.5367932914381819,0.97874621367344
37,381,0.07475848671177145,0.5073019458490755,0.467967798486832,-0.0393341473622435,381,381,True,2.632221221923828,True,True,0.8,1.0,0.5893475338990553,0.9772531485788407
38,5995,0.09040812344437704,1.2806001353326728,1.3488203152471954,0.06822017991452256,5995,5995,True,0.5501422882080078,True,True,1.0,0.9,0.5648909375751707,0.9794659372686267
39,364,0.07188369378254848,2.7481675799543908,2.6613246217336624,-0.0868429582207284,310,310,True,0.7464370727539062,True,True,0.8,1.0,0.531269706595107,0.979889212749838
40,866,0.11733814004337426,1.856578698743764,1.5930782250838504,-0.2635004736599136,264,264,True,0.37970733642578125,True,True,0.8,0.9,0.5640344237585937,0.9793704231649848
41,12321,0.1028218477184433,0.9079737093059208,1.196724567842395,0.2887508585364742,12321,12321,True,1.1611194610595703,True,True,0.8,0.8,0.6303781109642407,0.9741413435723455
42,8122,0.22769791329955097,5.653466737883313,5.570050181062957,-0.08341655682035665,11304,11304,True,1.7315635681152344,True,True,0.6,0.7,0.6708643026329202,0.9727028851067878
43,314,0.0012683148178763346,0.009979820654827165,0.010778949668498683,0.0007991290136715179,314,314,True,5.886985778808594,True,True,0.6,0.9,0.6181538166132675,0.9710010941989792
44,2842,0.15312749676555443,6.840078003957274,5.68150974106754,-1.1585682628897338,90871,90871,True,1.3497276306152344,True,True,0.6,0.8,0.6460781680642185,0.9754256093820421
45,6835,0.564237885534689,1.8525447123418672,1.736736804890036,-0.11580790745183123,6833,6833,True,1.394979476928711,True,True,0.8,0.7,0.7410715834168311,0.9619935627040269
46,35678,0.0718342545455433,2.0043226709176416,1.7396318106015514,-0.26469086031609024,90871,90871,True,1.1971569061279297,True,True,0.8,0.8,0.6866994131896393,0.972579654661799
47,466,0.07612744679866017,2.970460070348963,3.0371746799076185,0.06671460955865527,641,321,False,0.04303741455078125,True,True,0.8,0.8,0.6107311909146537,0.972614844602589
48,30239,0.1559121614703415,7.281053367757842,5.568645905011092,-1.71240746274675,1440,1440,True,1.347625732421875,True,True,0.6,0.8,0.663911463817396,0.9737682037984111
49,2022,0.0786759499293277,0.2560026289620261,0.4720448623479925,0.2160422333859664,2022,2022,True,2.186504364013672,True,True,0.8,0.7,0.6824285919737529,0.9700495743729377
50,314,0.2776899359064058,1.6786967590790383,0.8797995419861806,-0.7988972170928577,641,314,False,0.37322998046875,True,True,1.0,0.9,0.6349585609732882,0.9711938456153688
51,8869,0.08379224137249738,3.9627062734447343,3.847312235068646,-0.1153940383760883,279,279,True,3.208820343017578,True,True,0.6,0.8,0.6868380687244034,0.970598955246817
52,1881,0.21181935289407897,2.75880273418959,3.4306479546353863,0.6718452204457961,641,6835,False,0.3298606872558594,True,True,0.8,0.8,0.6209434230830005,0.9740373749090633
53,1440,0.07646696662984148,0.8134727505443777,1.0396192305589906,0.2261464800146129,1440,1440,True,0.7423744201660156,True,True,0.6,0.8,0.6990932243249025,0.9714308847811697
54,6835,0.04908672304075972,2.316257640685123,2.376196270771004,0.05993863008588107,321,321,True,1.21466064453125,True,True,1.0,0.9,0.6646964410707227,0.968969116337172
55,321,0.015578586623238837,0.10215074351945574,0.11730784116371495,0.01515709764425921,321,321,True,4.068216323852539,True,True,0.8,0.8,0.6473598626768347,0.9723812756263088
56,2842,0.03106728368243368,0.04539858655028084,0.09443578430464683,0.04903719775436599,2842,2842,True,4.404352188110352,True,True,0.6,0.5,0.7129846106235429,0.9688597637991829
57,6835,0.00035817105798788366,0.03546627092198307,0.037948678802631974,0.002482407880648907,6835,6835,True,3.515474319458008,True,True,0.8,0.8,0.62074543672554,0.9707916335440169
58,641,0.20148324061969472,0.9608718934450877,1.0768492236686775,0.1159773302235898,641,641,True,0.5195579528808594,True,True,0.8,0.7,0.7024964443475299,0.9649889621406237
59,1049,0.10880561668281162,4.094157006880742,3.803895399864672,-0.2902616070160704,1061,561,False,0.7935771942138672,True,True,1.0,0.9,0.6164026145123623,0.9711366295390538
60,557,0.07712533390563585,0.6536977312056536,0.9711505385488941,0.31745280734324055,557,557,True,0.9116477966308594,True,True,1.0,0.8,0.5636846328346011,0.9748846276921788
61,1132,0.07989531966529083,4.067071783612086,4.165233717006746,0.0981619333946604,1048,1048,True,0.9607372283935547,True,True,0.8,0.8,0.6189105253342133,0.9719921316868336
62,5689,0.23654657432398843,5.285540559165273,4.124936650855506,-1.160603908309767,1238,1238,True,1.1136245727539062,True,True,0.8,0.9,0.6286179662739785,0.9724680118805232
63,310,0.01723999532723828,0.10195303379093801,0.13624181799267987,0.03428878420174186,310,310,True,2.9242630004882812,True,True,0.8,0.8,0.5942115487456132,0.9701624426267027
64,884,0.08523371059808722,1.9755151506908568,1.7262518222140173,-0.24926332847683952,884,884,True,0.8084659576416016,True,True,0.4,0.8,0.5077220773084218,0.9837306689425864
65,777,0.08120326459641374,2.573469621087334,2.4588605170682634,-0.11460910401907043,264,264,True,1.6647109985351562,True,True,0.8,0.8,0.5633983415144921,0.977985722500731
66,3915,0.06867936267326014,5.467077917651427,5.674044594360009,0.20696667670858204,13753,13753,True,1.8806171417236328,True,True,0.8,1.0,0.668435740909522,0.9698864943841055
67,13753,0.02320889948806595,0.05756048622642851,0.1042725807603695,0.046712094533940984,13753,13753,True,3.934988021850586,True,True,1.0,0.8,0.6447632732085332,0.971366725947455
68,2980,0.06582673418456857,2.530743036239059,2.9820124753303823,0.4512694390913232,310,310,True,2.1032638549804688,True,True,0.6,0.8,0.5888130683109236,0.9716231862646866
69,279,0.05095859372611347,0.23818957557130815,0.31146397548734583,0.07327439991603768,279,279,True,2.6938304901123047,True,True,0.8,0.9,0.6693045574803892,0.9700007086158856
70,12321,0.0892533243760461,0.925260227829785,0.7482678551439328,-0.17699237268585222,12321,12321,True,1.0386924743652344,True,True,0.8,0.9,0.6324920327061663,0.9746132003985238
71,1965,0.21831170469333097,2.082885136787713,1.5878883384026707,-0.49499679838504207,2842,1965,False,0.020631790161132812,True,True,0.6,0.9,0.6237643445617076,0.9756693078797812
72,557,0.08723644258300513,0.15085411356740153,0.34020352864872905,0.18934941508132752,557,557,True,3.320636749267578,True,True,0.6,0.7,0.6333072408594534,0.9731918796408148
73,11832,0.01969183246750863,1.7400826200607291,1.913507229927884,0.1734246098671548,16496,16496,True,1.3127021789550781,True,True,0.8,0.8,0.5387240965228536,0.9783591314747428
74,641,0.03512489313967771,0.31818536912780715,0.35205679273038015,0.033871423602573,641,641,True,2.2130050659179688,True,True,1.0,0.9,0.550585087513709,0.970578811027663
75,695,0.09255568764156828,1.2493546346802233,1.2741205649879817,0.02476593030775831,695,695,True,0.5082454681396484,True,True,0.6,0.9,0.6057644528623898,0.9708555098682208
76,561,0.07372686961660956,2.0407020368437223,2.1772309326862462,0.13652889584252392,283,283,True,1.1788139343261719,True,True,0.6,0.8,0.7107488212727505,0.9597143749676579
77,13019,0.22197037488293092,4.873121167061463,5.793917073712759,0.9207959066512963,2172,2172,True,1.6035041809082031,True,True,0.8,0.6,0.6623650694668826,0.9694127547977514
78,998,0.11819359030393509,0.9554395206263813,1.2911016305049756,0.33566210987859435,998,998,True,0.6876811981201172,True,True,1.0,1.0,0.6081279804038512,0.9727126856855586
79,5995,0.09067057300426891,2.33528863230579,2.1551362043143456,-0.1801524279914446,1048,5995,False,0.32463645935058594,True,True,1.0,0.6,0.5321694835068383,0.9806344386532998
80,539,0.10644175733632608,1.6691795629849437,2.4901617816452877,0.8209822186603439,1608,310,False,0.1546173095703125,True,True,0.8,0.9,0.5702427026712902,0.9753567361595143
81,28464,0.20379117610946934,3.4981762561494207,2.7095335117809967,-0.7886427443684241,279,279,True,0.09828567504882812,True,True,0.8,0.7,0.6638571920301318,0.9707918610089964
82,364,0.15672228828512902,3.827287674628497,2.5393179340351537,-1.2879697405933435,321,321,True,0.9242134094238281,True,True,0.6,0.9,0.5996619512612497,0.971015445448618
83,279,0.12812744364330095,1.2631235517505104,1.1042284862254625,-0.15889506552504784,279,279,True,0.4226112365722656,True,True,0.8,0.7,0.6755951885600904,0.9695661533813366
84,7193,0.3793010028321508,2.1036976734397577,2.592828172274295,0.4891304988345375,7135,7193,False,0.27810096740722656,False,True,0.4,0.7,0.6445531191933317,0.9712974167075447
85,314,0.00028296015042549515,0.002520806437338763,0.002441187274932588,-7.961916240617484e-05,314,314,True,8.051982879638672,True,True,0.8,0.8,0.5218618302854687,0.9735968640929312
86,47781,0.11971996770862722,5.83390607058924,6.380265689832161,0.5463596192429208,279,279,True,0.8984336853027344,True,True,0.8,0.8,0.5536242233890162,0.9805779764410774
87,12197,0.09068339939120555,9.232116192504506,8.96697798863634,-0.26513820386816533,279,279,True,1.8092212677001953,True,True,0.8,1.0,0.5338643690541569,0.9803262927859896
88,2486,0.2032349405828241,2.3092507482309905,1.5852701491850567,-0.7239805990459338,572,572,True,1.700235366821289,True,True,0.8,0.9,0.623800534450785,0.9680328589017756
89,290,0.41211422245949597,1.2850315816113032,1.8949818766615643,0.6099502950502611,286,11407,False,0.181610107421875,True,True,1.0,0.8,0.6565361834274496,0.967647916577862
90,19919,0.19094951946878364,4.22543561103911,5.45184915826578,1.2264135472266702,16779,16779,True,0.7310543060302734,True,True,0.8,0.6,0.6246928314682134,0.9740592851098526
91,11407,0.7256611686744895,3.9830170283263904,3.2611609781235984,-0.721856050202792,4965,16779,False,1.3166217803955078,True,True,0.4,0.5,0.6873074191378394,0.9716734382217164
92,383,0.0920291809055351,3.3304304934611473,3.8341108042551078,0.5036803107939605,494,494,True,0.8590850830078125,True,True,0.8,0.9,0.5746631503527422,0.9753866897944724
93,17822,0.053451523344826626,5.832240607094953,5.375283594151501,-0.4569570129434517,279,279,True,0.17009925842285156,True,True,0.8,0.9,0.566078062046776,0.9789514959592414
94,4965,0.14915285872270898,0.2765230988632439,0.5949882889375431,0.3184651900742992,4965,4965,True,2.497316360473633,True,True,1.0,0.7,0.7192024701235303,0.9682314170405444
95,1116,0.06369077363956538,2.2265055329634507,2.8844122739327176,0.6579067409692669,641,641,True,0.9818763732910156,True,True,0.8,0.8,0.5567840934955449,0.9769306311009407
96,694,0.07711605555006935,2.3258322304334165,1.8709287730885578,-0.4549034573448587,321,321,True,0.5948143005371094,True,True,0.8,0.7,0.5761838948878858,0.9745234008749841
97,836,0.0713479928881467,3.2650945038949395,3.3687713651279303,0.1036768612329908,781,781,True,0.6920433044433594,True,True,0.6,0.9,0.5603843594843451,0.9765618824390144
98,16905,0.1672476812330391,5.829259864310647,7.160406338174479,1.3311464738638321,958,958,True,0.4996910095214844,True,True,1.0,0.6,0.6117833430930321,0.9767341394361021
99,958,0.05589887132728825,1.4087068929966655,1.225404015837455,-0.18330287715921045,958,958,True,0.4813976287841797,True,True,0.8,0.9,0.539942660005359,0.9811703208147202
100,682,0.07734141702378668,2.7262425684092406,3.682262298961625,0.9560197305523843,303,303,True,0.7713165283203125,True,True,0.8,1.0,0.5616827585967991,0.9756862875142124
101,978,0.0636074487050411,0.4091285975851271,0.36863268858375164,-0.04049590900137545,978,978,True,2.7123374938964844,True,True,0.8,0.9,0.5962316430788244,0.975859920831359
102,1691,0.1484473043674739,3.6153067326027717,4.920438520392203,1.3051317877894313,6973,303,False,0.03533363342285156,True,True,0.6,0.7,0.5958960723995066,0.9769473000928415
103,777,0.13738145085251177,0.5023055806676666,0.5721520614786577,0.0698464808109911,777,777,True,2.1149444580078125,True,True,0.8,0.9,0.6541315043230771,0.9731019530859563
104,23037,0.17790266100052946,1.1421711867391657,1.100738681576523,-0.04143250516264274,23037,23037,True,1.0923728942871094,True,True,0.6,0.8,0.6032908304192128,0.9776180626485695
105,1056,0.1443856925276856,1.9843132623887456,1.817102542795201,-0.1672107195935446,303,303,True,0.24675750732421875,True,True,0.8,0.9,0.5614431726720501,0.9749552108397234
106,421,0.1779007458102343,3.3145862146796112,2.1222713519256864,-1.1923148627539248,411,411,True,0.198577880859375,True,True,0.8,0.9,0.7403885623771446,0.9595841022795771
107,641,0.25192455799962216,1.155921951003041,1.1912683409743217,0.0353463899712807,641,641,True,0.7804527282714844,True,True,0.6,0.8,0.7351370799772982,0.9608870878760241
108,561,0.12757828617511702,2.3403429644693894,1.8224126015710276,-0.5179303628983618,695,695,True,0.27894020080566406,True,True,0.8,0.9,0.5993325327874758,0.9725964112636826
109,2790,0.2141711536789086,4.438562844984908,3.884306629415825,-0.5542562155690831,13019,1118,False,0.4786834716796875,True,True,0.8,0.8,0.6903512468541018,0.9672304374619308
110,12178,0.07353707767719567,5.831163626923164,5.508561508359325,-0.32260211856383947,314,314,True,1.5634040832519531,True,True,1.0,0.7,0.6305161014012639,0.9738929471971562
111,1429,0.07896788479592531,1.4244779352737353,1.9750466971120737,0.5505687618383384,1429,314,False,0.4663124084472656,True,True,0.8,0.9,0.5671338750426508,0.9767361284882993
112,539,0.06664974067077457,1.2256106422102029,1.783076769885966,0.5574661276757631,539,303,False,0.35155296325683594,True,True,0.8,0.9,0.5791343938565773,0.9735061589708759
113,28464,0.1129274305768793,0.21071134354489374,0.44524985277099915,0.23453850922610542,28464,28464,True,2.6514625549316406,True,True,1.0,0.8,0.5608688217585708,0.9736430133456587
114,599,0.07723660245290503,3.7687529526111803,3.8320815323250486,0.0633285797138683,998,998,True,0.7116489410400391,True,True,1.0,0.8,0.5851065520530907,0.9740176154021838
115,13375,0.03587439132444819,6.449228254640786,6.95078257434178,0.5015543197009933,978,978,True,1.8982124328613281,True,True,0.8,0.9,0.5273039860505283,0.9804443640782459
116,978,0.08599393443066532,0.22171313790504854,0.09963383299630735,-0.12207930490874119,978,978,True,2.9374351501464844,True,True,1.0,0.8,0.5613306037246849,0.9778973380883007
117,49948,0.1789049989855417,1.072094571175974,1.371856018372828,0.29976144719685394,49948,49948,True,0.885009765625,True,True,0.6,0.8,0.5583926785332138,0.9790339760067716
118,28958,0.000122377914682445,0.00038480816633779114,0.0004889337863147603,0.00010412561997696912,28958,28958,True,9.479633331298828,True,True,0.8,0.9,0.6840290571249092,0.964406632778008
119,641,0.028217526513860086,5.6110970784654555,5.379253975404488,-0.23184310306096734,539,539,True,4.05877685546875,True,True,0.8,0.8,0.5955734154364097,0.9695206600102687
120,4213,0.1446414483116556,2.0738231403292673,3.0252383006241814,0.9514151602949141,695,561,False,0.6884689331054688,True,True,0.8,0.7,0.6597903531534797,0.967432090963629
121,1116,0.008132039896832982,0.026538856567253077,0.04632396847467746,0.01978511190742438,1116,1116,True,5.082414627075195,True,True,0.8,0.9,0.5646411756031476,0.9668573065353253
122,279,0.11647563765589097,1.220866766192465,0.8310013123368272,-0.38986545385563787,279,279,True,0.7369441986083984,True,True,0.8,0.8,0.6245403869513403,0.9719040081028383
123,34580,0.16885252085000355,6.320597829171955,6.7298592531354515,0.4092614239634962,15694,15694,True,0.4828357696533203,True,True,0.6,0.8,0.6999737714376418,0.9661723998027901
124,43388,0.048233942453958664,5.631909747327676,7.194634648334873,1.562724901007197,3790,3790,True,1.7953681945800781,True,True,0.8,0.7,0.6269416408819165,0.9722270596768118
125,1429,0.1488674455573349,2.589293331786415,2.8477312734976863,0.25843794171127143,314,314,True,0.10961151123046875,True,True,0.8,0.8,0.6150696635468698,0.9735332479197875
126,539,0.0807692679584157,0.8036735641515982,0.49474609344931153,-0.30892747070228666,539,539,True,0.3265190124511719,True,True,1.0,0.8,0.6144170070945656,0.9694995247336857
127,28464,0.05655321015165991,0.2386167421088814,0.31466206581139033,0.07604532370250894,28464,28464,True,2.6239185333251953,True,True,1.0,1.0,0.5731396632380438,0.9715762938822385
128,440,0.07798994323159408,7.2300660344116245,7.068313356198264,-0.16175267821336092,369,369,True,0.476348876953125,True,True,1.0,0.9,0.6143033271868636,0.9696515997485577
129,279,0.4765093224176947,1.891667368282139,1.0568676685194305,-0.8347996997627085,18922,279,False,0.40362548828125,False,True,0.8,0.8,0.6652606221099389,0.9690171882737154
130,6570,0.22184470595887582,1.5780297230861429,1.8962886452210235,0.3182589221348806,6570,6570,True,0.9189815521240234,True,True,0.4,0.5,0.6517249097896566,0.9712963189726893
131,580,0.006231423309345538,0.028090635991098623,0.04037363900044255,0.012283003009343929,580,580,True,4.596982955932617,True,True,0.8,0.8,0.6341005541114187,0.9682143796150904
132,369,0.09561035265961731,5.475765365218763,4.724263303668518,-0.7515020615502443,13019,13019,True,0.2541236877441406,True,True,0.8,0.8,0.7624218667093416,0.9623867400035258
133,1990,0.22751046976080067,0.4676113142106324,1.1025000167083583,0.6348887024977259,1990,1990,True,2.0962867736816406,True,True,0.8,0.8,0.5386412152362849,0.9782897426073219
134,303,0.12801041817182252,3.1332119701498122,3.2432979163149547,0.11008594616514245,13177,13177,True,0.37155723571777344,True,True,1.0,0.9,0.5656962590542689,0.9777854725586056
135,958,0.059326118183125026,0.4232552073071538,0.5960855055019145,0.1728302981947607,958,958,True,2.2324180603027344,True,True,1.0,0.8,0.5324976598968162,0.9813545763642425
136,3242,0.045901585424296135,0.9701892831613748,1.2343530052953717,0.26416372213399697,3242,3242,True,0.5379848480224609,True,True,1.0,1.0,0.5205048873034034,0.9766240363405089
137,440,0.0342531280061447,4.961666154307881,5.101662025380836,0.13999587107295497,641,364,False,0.23225784301757812,True,True,0.8,1.0,0.5237975877829326,0.9740615635015916
138,37066,0.11062469377538571,8.446237594480312,8.525579259288214,0.07934166480790239,279,279,True,0.39934349060058594,True,True,0.8,1.0,0.5589049646007307,0.9785017890687592
139,314,0.07289549338771323,1.5672318315322435,1.2507203389946433,-0.31651149253760025,314,314,True,0.2669944763183594,True,True,1.0,0.8,0.5611574927413467,0.9759209876433491
140,6278,0.11780444643307332,3.4443248032042355,4.368954943734181,0.9246301405299455,279,279,True,1.7587032318115234,True,True,0.6,0.8,0.6128351949138182,0.973840466650684
141,3915,0.1419644522726108,4.239468566282895,3.71819487361968,-0.5212736926632147,7143,13934,False,0.3623542785644531,True,True,1.0,0.8,0.6826384431821996,0.9690764955691684
142,14018,0.12182291623391092,0.9778795099813742,0.9415890977036412,-0.036290412277733,14018,14018,True,0.9642925262451172,True,True,0.8,0.5,0.6863460083230992,0.9706049887199248
143,1680,0.07187852355640013,2.5896642030744133,3.0428627468906626,0.45319854381624936,641,641,True,0.5028934478759766,True,True,0.8,0.8,0.5475507065351489,0.9762442492080694
144,430,0.006349458287605317,0.004080228245136652,0.012288554418773856,0.008208326173637204,430,430,True,6.963231086730957,True,True,0.6,0.9,0.548491887393697,0.9753740334147103
145,279,0.10622478984884572,1.0239312446677111,1.1970163019320168,0.17308505726430568,279,279,True,1.83551025390625,True,True,1.0,0.8,0.5676795767901816,0.9790451070034595
146,345,0.11780257503085534,5.594595167407444,5.90210115612488,0.30750598871743584,29368,29368,True,0.8494663238525391,True,True,1.0,0.9,0.5792291030569707,0.9779413084035586
147,1474,0.5237261388954161,8.765359624249669,7.368399362283981,-1.3969602619656882,3915,1178,False,0.184967041015625,False,False,0.2,0.3,0.7700622328695301,0.9604284868234422
148,65,0.6413429765464379,1.4828467080384442,0.6362824349268728,-0.8465642731115715,1634,65,False,0.1176614761352539,True,True,0.6,0.6,0.91069605009997,0.9340966972998314
149,1012,0.07573991531051602,0.05271874977741575,0.06240394175775421,0.009685191980338459,1012,1012,True,4.578126907348633,True,True,0.2,0.4,1.27580223411296,0.891441467728027
150,1474,0.20606979210547513,2.168946079827297,3.183303050393093,1.014356970565796,78025,78025,True,0.5856151580810547,True,True,0.8,0.6,1.2728684859914645,0.8903377550964281
151,529,0.06061375463726425,0.3899025608703752,0.6383681215216725,0.24846556065129732,529,529,True,0.8111915588378906,True,True,0.8,0.7,0.9009342486414281,0.9407180916224475
152,3915,0.2879758932831114,1.9164097599876762,3.148234964341434,1.2318252043537576,3915,45735,False,0.20041847229003906,False,True,0.8,0.9,0.8595518583614914,0.9536912307049793
153,641,0.10639896621105963,1.5265268023639713,2.1123986919742634,0.5858718896102921,321,321,True,0.2975292205810547,True,True,0.8,0.7,0.6625102570899439,0.9697425240049232
154,28464,0.035083063060619014,5.422345496220512,5.986504516690818,0.5641590204703064,695,695,True,1.6426963806152344,True,True,0.6,0.9,0.6231662473955126,0.968063330817166
155,6348,0.07745859717689885,7.112612539507758,7.07958814744773,-0.03302439206002816,359,579,False,0.022935867309570312,True,True,1.0,0.9,0.6165846813992827,0.9700369792780048
156,6570,0.1108826088280715,9.384624999818861,8.759234748108149,-0.6253902517107122,279,279,True,0.9748954772949219,True,True,0.8,0.8,0.5995551601822915,0.9749604238657702
157,580,0.005865664403467823,0.01362327404827468,0.02619215691722232,0.01256888286894764,580,580,True,5.776681900024414,True,True,0.8,0.8,0.6388863500139732,0.9656777816346737
158,14018,0.09861545664570062,6.262363032068215,6.0038479715882005,-0.2585150604800148,13019,13019,True,1.3418941497802734,True,True,1.0,0.8,0.7326815712355514,0.9609192466564445
159,364,0.09069409702494848,1.4386346214107384,1.0694446308706809,-0.3691899905400575,364,364,True,0.5122318267822266,True,True,1.0,0.9,0.5755709346884768,0.9747603684614347
