position,target_token,kld_teacher_candidate,target_nll_teacher,target_nll_candidate,target_nll_delta,teacher_top1,candidate_top1,top1_equal,teacher_margin,teacher_top1_in_candidate_top5,teacher_top1_in_candidate_top10,top5_overlap,top10_overlap,centered_logit_rmse,centered_logit_cosine
12,198,2.970997793626761e-06,5.0134050653127815e-06,1.480439500767261e-06,-3.5329655645455205e-06,198,198,True,12.592077255249023,True,True,0.8,1.0,0.7346741686817505,0.9413678443303632
13,285,8.999494725426637e-06,5.412491404399589e-06,1.1636974477369222e-06,-4.2487939566626665e-06,285,285,True,12.786815643310547,True,True,0.8,1.0,0.8806101107151438,0.9330762904828198
14,460,2.9028825239055426e-06,3.4510329243175875e-06,6.3560503491544296e-06,2.905017424836842e-06,460,460,True,13.916746139526367,True,True,0.6,0.9,0.9731223175971733,0.9457643712404892
15,2958,5.766688697942475e-05,5.2543533364257655e-05,0.00014982281867403913,9.727928530978147e-05,2958,2958,True,11.209949493408203,True,True,0.8,0.9,0.9738538791166446,0.936721466990225
16,198,2.474468611558582e-06,5.456075086840428e-06,6.813697378760253e-06,1.3576222919198244e-06,198,198,True,12.809154510498047,True,True,0.6,0.9,0.7228395712103949,0.9442224020020384
17,262,3.131765135425537e-06,3.507461450169558e-06,8.418961385814328e-07,-2.665565311588125e-06,262,262,True,12.789409637451172,True,True,0.8,0.9,0.8415550891326833,0.9397797379607233
18,2702,1.9521943915997554e-06,6.257276297105818e-06,6.4957644170249296e-06,2.3848811991911134e-07,2702,2702,True,12.987726211547852,True,True,0.4,0.7,1.0316954284148014,0.9460507614136638
19,283,2.0014539713696518e-07,6.906714702381578e-07,6.954727993502274e-07,4.801329112069652e-09,283,283,True,15.28082275390625,True,True,0.8,0.7,0.8446286856656815,0.9337576615163601
20,2542,1.222718051548457e-06,2.5560792629164553e-06,2.6178119938435884e-06,6.173273092713316e-08,2542,2542,True,14.935213088989258,True,True,0.8,0.7,0.9566149531736383,0.9541807905841507
21,19490,3.9011048772719265e-05,4.50427761222727e-05,0.00011204505151951594,6.700227539724324e-05,19490,19490,True,11.63264274597168,True,True,0.6,0.6,0.881172710447609,0.9400897231379238
22,3337,0.00020560660569158358,0.00014613697919685364,3.320537096840326e-05,-0.00011293160822845039,3337,3337,True,9.202896118164062,True,True,1.0,0.6,0.9502533750118656,0.9270377360752025
23,2998,4.4202820069824725e-05,7.578628027715695e-05,3.744889784940142e-05,-3.833738242775553e-05,2998,2998,True,11.023883819580078,True,True,0.6,0.8,0.9362931697371911,0.944278766886792
24,2387,2.1923211915348588e-05,5.4241697640122766e-06,2.6282683876388546e-05,2.085851411237627e-05,2387,2387,True,13.786861419677734,True,True,0.4,0.8,1.0073116508442137,0.9184691841766112
25,198,1.6305980523001993e-06,3.2441105766167766e-06,6.1539111015918024e-06,2.909800524975026e-06,198,198,True,13.334026336669922,True,True,0.8,0.7,0.7393625214148785,0.9417815300566708
26,262,3.0076287684424415e-07,1.2471413057824066e-06,8.339626376141496e-07,-4.13178668168257e-07,262,262,True,13.790275573730469,True,True,0.8,0.9,0.8697541006605196,0.9297824684348344
27,1067,9.149895404370088e-06,4.5139983626540925e-06,1.4425462389056065e-05,9.911464026401973e-06,1067,1067,True,13.466571807861328,True,True,0.6,0.6,0.953508996921332,0.9526578545748225
28,283,1.0409146622531841e-07,6.38899322780162e-07,6.041562201630768e-07,-3.474310261708524e-08,283,283,True,15.301734924316406,True,True,1.0,0.9,0.79218929690758,0.9445106185968812
29,498,2.4695181343126337e-06,2.754133959115279e-06,7.26034150844157e-06,4.506207549326291e-06,498,498,True,13.783103942871094,True,True,0.8,0.6,0.9483298085295777,0.9375071571042599
30,4873,1.491973770621211e-05,2.5888008451602218e-05,4.083913473351686e-05,1.495112628191464e-05,4873,4873,True,12.401885986328125,True,True,0.4,0.7,0.8902358357298368,0.9506191536236358
31,593,2.384216761496812e-06,2.5087672732126975e-05,1.8379292768599953e-05,-6.7083799635270225e-06,593,593,True,10.60464859008789,True,True,0.8,0.7,0.8973312204559162,0.943483924797794
32,2297,2.4906969452038047e-05,6.592570200325554e-05,0.00010672023067215264,4.07945286688971e-05,2297,2297,True,10.686162948608398,True,True,0.6,0.7,0.858102252480925,0.961886013825951
33,60,2.307442224974704e-06,9.9018243489013e-06,1.4522874810296571e-05,4.621050461395271e-06,60,60,True,11.87261962890625,True,True,0.8,0.6,0.9260953791506088,0.9235289184810334
34,198,2.1163813970430326e-06,2.5018468363668944e-06,6.13299623353214e-06,3.6311493971652453e-06,198,198,True,13.524101257324219,True,True,0.6,0.8,0.757761853120683,0.9386713239053452
35,262,8.618052189562591e-07,4.1124181393570325e-06,2.292360875344457e-06,-1.8200572640125756e-06,262,262,True,12.540586471557617,True,True,1.0,0.9,0.8435776497560192,0.9342522470157476
36,364,3.557676575113597e-06,2.571130096384877e-06,7.832317937328526e-06,5.2611878409436486e-06,364,364,True,14.501771926879883,True,True,0.6,0.8,0.9138238762986277,0.9522060183339602
37,585,5.154971638983518e-07,6.703357300352764e-07,1.4765073288458552e-06,8.061715988105789e-07,585,585,True,15.614933013916016,True,True,0.6,0.7,0.9247588324230734,0.9490595742626484
38,303,4.6629301311683755e-07,7.65824331949716e-07,2.6809119901827216e-07,-4.977331329314438e-07,303,303,True,15.133970260620117,True,True,0.8,0.8,0.9174796906889628,0.9450028751197596
39,2020,1.3685344198635926e-06,4.062829063400386e-06,4.23737887444986e-06,1.7454981104947365e-07,2020,2020,True,13.535356521606445,True,True,0.8,0.7,0.9807908336060995,0.9436690139842471
40,15943,2.3894899018802205e-05,7.336958145387484e-05,0.00012494355331682527,5.157397186295043e-05,15943,15943,True,10.60413932800293,True,True,1.0,0.7,0.8582805790779374,0.9418383476177928
41,11,7.317290851197213e-07,1.2513350426957004e-06,2.6530569599003684e-06,1.401721917204668e-06,11,11,True,14.358158111572266,True,True,0.8,0.9,0.863461182355839,0.9253033080764349
42,2343,1.9501364987665893e-05,1.4340223192021995e-05,3.394273372236967e-05,1.9602510530347672e-05,2343,2343,True,12.783550262451172,True,True,0.4,0.7,1.0021264081567576,0.9467493548293333
43,19490,6.089784950044051e-05,0.00029183836336343916,0.00033793368688961323,4.609532352617407e-05,19490,19490,True,9.354900360107422,True,True,0.8,0.9,0.8562831772238821,0.9436055675575489
44,35497,1.7388781371304085e-05,3.466339765623161e-05,6.662188138051306e-05,3.195848372428145e-05,35497,35497,True,10.77169418334961,True,True,1.0,1.0,1.0219267730374386,0.9109619287088778
45,198,3.3953705786387297e-06,4.510274052904606e-06,1.6488041225670713e-06,-2.8614699303375346e-06,198,198,True,13.208402633666992,True,True,0.8,0.9,0.8255064304555094,0.9277515981894389
46,285,2.4886981118724138e-05,1.4983183980632475e-05,1.3520094128693927e-06,-1.3631174567763082e-05,285,285,True,11.800924301147461,True,True,1.0,0.8,0.9195082523814953,0.924993595428951
47,2702,3.3757790705169874e-06,5.509218663490856e-06,7.1186260122146905e-06,1.6094073487238347e-06,2702,2702,True,13.746793746948242,True,True,0.6,0.7,1.1098277970800101,0.9349143838197699
48,1373,7.254499443304837e-06,1.0445319382768048e-05,2.584200428401573e-05,1.539668490124768e-05,1373,1373,True,12.208671569824219,True,True,1.0,0.9,1.0076072072154554,0.9216304573071536
49,2663,2.092621974072336e-05,1.3243840225385384e-05,4.3448641491750095e-05,3.020480126636471e-05,2663,2663,True,12.82447624206543,True,True,0.6,0.8,0.9704242897491984,0.9480374715149136
50,957,3.1872077418805058e-06,1.9099261265864698e-06,5.6020367296127915e-06,3.6921106030263218e-06,957,957,True,13.629358291625977,True,True,0.8,1.0,1.0838584170457988,0.9068885370166144
51,60,5.7248004579804836e-05,1.1062199163802688e-05,7.366503054129225e-05,6.260283137748957e-05,60,60,True,12.379512786865234,True,True,1.0,0.8,0.8715786807129172,0.9339563968678439
52,471,8.023684835978827e-07,4.488054749174353e-06,2.447957719198257e-06,-2.0400970299760957e-06,471,471,True,12.399150848388672,True,True,0.8,0.9,0.8617688980348571,0.9414693298531666
53,2663,1.4110496819464709e-05,2.229453811963822e-05,4.5990227295789055e-05,2.3695689176150836e-05,2663,2663,True,11.604789733886719,True,True,0.6,0.8,0.9895159580928433,0.9463856583849206
54,957,3.781596944773671e-06,5.2286858576167106e-06,1.1964406660069926e-05,6.735720802453216e-06,957,957,True,12.574913024902344,True,True,0.8,0.8,1.0611674027556866,0.913273709143717
55,9069,7.216195522232973e-05,0.00020486939624930756,0.00017969908221360242,-2.5170314035705132e-05,9069,9069,True,9.942459106445312,True,True,0.8,0.9,0.9943366762082438,0.9326754658368536
56,60,1.569149379952426e-06,5.632315414061395e-06,4.941577188333213e-06,-6.907382257281824e-07,60,60,True,13.064064025878906,True,True,0.8,0.8,0.9262448141347138,0.9198113900065082
57,198,1.1640803139910716e-06,3.312196522387012e-06,4.027250859905962e-06,7.1505433751895e-07,198,198,True,13.83780288696289,True,True,0.6,0.9,0.8006753131409782,0.9326595214950384
58,285,1.3306325832511514e-06,2.2083766992864184e-06,1.106981926568551e-06,-1.1013947727178675e-06,285,285,True,14.014949798583984,True,True,0.8,0.9,0.9886601534171321,0.91408936224706
59,1067,4.593743564226271e-06,7.185702386891535e-06,5.4016314443572355e-06,-1.7840709425342993e-06,1067,1067,True,12.650508880615234,True,True,0.6,0.8,1.1064961387193017,0.939425981872494
60,1989,1.4203145604348432e-05,6.042211061441094e-05,5.664712605124578e-05,-3.7749845631651624e-06,1989,1989,True,10.483753204345703,True,True,0.6,0.7,0.9129544058021422,0.937605399714632
61,22131,4.901970003168936e-05,3.8245971058614714e-05,0.0001068932411740775,6.864727011546279e-05,22131,22131,True,12.017513275146484,True,True,0.4,0.4,0.9497860727510224,0.9272571977517003
62,593,2.9001874596080546e-06,1.693392872681443e-05,9.65285883580691e-06,-7.281069891007519e-06,593,593,True,11.003843307495117,True,True,0.6,0.9,0.9034411517753884,0.9433235102731052
63,2297,2.4824761004193958e-05,8.969678295756012e-05,0.00013088680714901102,4.11900241914509e-05,2297,2297,True,10.454204559326172,True,True,0.6,0.8,0.850020970599635,0.9620441300240482
