basis,seed,group,row,stratum,energy,sse
identity,0,32,7790,0,0.48750019494019625,0.0035296181738999621
identity,0,16,7790,0,0.48750019494019625,0.0025366589287045826
identity,0,32,7850,0,0.37817117141150902,0.0025423800367434524
identity,0,16,7850,0,0.37817117141150902,0.0018583277711741175
identity,0,32,7911,0,0.47503330583377418,0.0027284135731929227
identity,0,16,7911,0,0.47503330583377418,0.0022041703860918305
identity,0,32,7972,0,0.51389226936104038,0.0035767531395869412
identity,0,16,7972,0,0.51389226936104038,0.0028600908105183009
identity,0,32,8032,0,0.36768132552174393,0.002518535874742156
identity,0,16,8032,0,0.36768132552174393,0.0018642331117462163
identity,0,32,8093,0,0.22221020709987727,0.0013425649093079528
identity,0,16,8093,0,0.22221020709987727,0.00099319284056775814
identity,0,32,8154,0,0.31366642197907879,0.0021728885848375512
identity,0,16,8154,0,0.31366642197907879,0.0015863402194469245
identity,0,32,8214,0,0.38068587113070862,0.0022987133399965387
identity,0,16,8214,0,0.38068587113070862,0.0017554322932937794
identity,0,32,8275,0,0.37700393511465791,0.0023160359741041248
identity,0,16,8275,0,0.37700393511465791,0.0017281111685178985
identity,0,32,8335,0,0.39930171255269897,0.0024705384772119032
identity,0,16,8335,0,0.39930171255269897,0.0019411503586184153
identity,0,32,8396,0,0.42574803545835493,0.0023715041036211915
identity,0,16,8396,0,0.42574803545835493,0.0018886936097715079
identity,0,32,8457,0,0.37694306068364725,0.0026302780380724755
identity,0,16,8457,0,0.37694306068364725,0.0019351648253582709
identity,0,32,8517,0,0.45838496808455886,0.0033863056366527644
identity,0,16,8517,0,0.45838496808455886,0.0024025256813757778
identity,0,32,8578,0,0.40030918649345987,0.002446808160230296
identity,0,16,8578,0,0.40030918649345987,0.0018259110503189846
identity,0,32,8639,0,0.40468042382322267,0.0023706139790675707
identity,0,16,8639,0,0.40468042382322267,0.0017937965848915383
identity,0,32,8699,0,0.38111599585255362,0.0022839564147147939
identity,0,16,8699,0,0.38111599585255362,0.0017960262878773392
identity,0,32,8760,0,0.35677249536507816,0.0022754084207576852
